statement,source,veracity,date
"ACORN ""could get up to $8.5 billion more tax dollars despite being under investigation for voter registration fraud in a dozen states.""",Michele Bachmann,0,2009-05-21
"""The reality is, we are holding some of the most dangerous terrorists in the world right now in our federal prisons, including the mastermind of the 1993 World Trade Center bombing, the 'shoe bomber,' the 'Unabomber,' and many others.""",Richard Durbin,1,2009-05-21
"A public option for health care would end private insurance ""because the private insurance people will not be able to compete with a government option.""",Mitch McConnell,0,2009-05-19
"The Democrats propose ""a government-controlled health care plan that will deprive roughly 120 million Americans of their current health care coverage.""",Mike Pence,0,2009-05-19
"""Democrats have failed to answer the most basic question of how they want to pay for the more than $1 trillion of health care spending.""",Roy Blunt,1,2009-05-19
"""Our government has now 'spent, lent, or committed' $12.8 trillion in its attempt to blunt the recession.""",Mark Sanford,1,2009-05-15
"The federal Hate Crimes Prevention Act bill would create ""special protection for pedophiles.""",Steve King,0,2009-05-14
"Democrats in Congress ""had control since  January of 2007. They haven't passed a law making waterboarding illegal. They  haven't gone into any of these things and changed law.""",Newt Gingrich,0,2009-05-13
"""The president of the United States ... agrees with me"" that marriage should be between a man and a woman.",Miss California USA,1,2009-05-12
Senators who have accepted millions in campaign contributions from the financial industry voted against allowing bankruptcy judges to modify home mortgages.,MoveOn.org,1,2009-05-12
"""We were not, I repeat, were not told that waterboarding or any of these other enhanced interrogation methods were used.""",Nancy  Pelosi,0,2009-05-12
"The economic stimulus bill created a council that's ""modeled after the national board that controls Britain’s health system.""",Conservatives for Patients' Rights,0,2009-05-11
"Obama used $20 million in federal money ""to emmigrate (sic) Hamas Refugees to the USA.""",Chain email,0,2009-05-08
"The Republican Party has ""21 percent party ID and shrinking.""",Democratic National Committee,1,2009-05-06
"Sen. Arlen Specter's party switch could ""end up giving Republicans the ability to filibuster judicial nominees at the Judiciary Committee level so that the nominees never get out of committee.""",Rush Limbaugh,1,2009-05-05
"""When one person sneezes, it goes all the way through the aircraft.""",Joe Biden,0,2009-05-04
"In the 1970s, ""the swine flu broke out . . . under another Democrat, President Jimmy Carter.""",Michele Bachmann,0,2009-04-30
"Washing your hands and covering your mouth when you cough ""makes a huge difference"" in reducing transmission of the flu.",Barack Obama,1,2009-04-30
"In Iraq, ""civilian deaths, incidents of bombings, etc., remain very low relative to what was going on last year.""",Barack Obama,1,2009-04-30
"""About halfway through fiscal year 2009, Washington has run out of money.""",John Boehner,1,2009-04-30
"""Already we've identified $2 trillion in deficit reductions over the next decade.""",Barack Obama,0,2009-04-21
"""Venezuela is a country whose defense budget is probably 1/600th of the United States.""",Barack Obama,1,2009-04-21
"It is ""the Department of Homeland Security's view that returning military veterans and gun owners are likely to commit terrorist acts.""",Gus Bilirakis,0,2009-04-16
President Obama has never received a paycheck from a profitmaking business in his entire life.,Joe Scarborough,0,2009-04-15
"""Some even advocate wiping out 401(k)s entirely and replacing them with government-run accounts.""",John Boehner,0,2009-04-13
"""President Obama is actually increasing Bush-era defense spending by $21 billion in the new fiscal year.""",Keith Olbermann,1,2009-04-13
"""You can't read a speech by George Washington . . . without hearing him reference God, the Almighty.""",Rush Limbaugh,0,2009-04-10
"Gov. Sarah Palin ""got precisely zero support for her call for Alaska's Democratic Senator Mark Begich to resign because Ted Stevens' corruption conviction was overturned.""",Rachel Maddow,0,2009-04-10
"""Congress shoveled $700 billion into the Troubled Assets Relief Program, $325 billion of which has been spent without purchasing any toxic assets.""",George Will,1,2009-04-09
"""There are no similar clips of Newt Gingrich talking about how ineffective President Bush was in trying to control North Korea.""",Lawrence O'Donnell,0,2009-04-07
"Claims that former Sen. Tom Daschle said, ""Seniors should be more accepting of the conditions that come with age instead of treating them.""",Chain email,0,2009-04-03
"""There has been no net global warming for over a decade now.""",Cato Institute,0,2009-04-01
"""Secretary Geithner has left the option on the table"" of abandoning the dollar for a multinational currency.",Michele Bachmann,0,2009-04-01
"""2008 was the deadliest year of the war (in Afghanistan) for American forces.""",Barack Obama,1,2009-03-31
"""The administration raises revenue for nationalized health care through a series of new taxes, including a light switch tax that would cost every American household $3,128 a year.""",House Republican Conference,0,2009-03-30
"The Republican leadership's budget proposal ""doesn't contain any numbers.""",Robert Gibbs,1,2009-03-27
"The Employee Free Choice Act mandates the ""elimination of the secret ballot.""",Arlen Specter,1,2009-03-27
"Obama's budget plan would ""take national debt up to about 80 percent of gross national product. ... Historically, it's been about 40 percent.""",Judd Gregg,1,2009-03-26
"His proposed budget would ""cut our deficit in half by the end of my first term.""",Barack Obama,1,2009-03-25
"""As a percentage of gross domestic product, we are reducing nondefense discretionary spending to its lowest level since the '60s, lower than it was under Reagan, lower than it was under Clinton, lower than it was under Bush, or both Bushes.""",Barack Obama,0,2009-03-25
"Obama's proposed budget ""doubles the debt in five years, triples it in 10 years.""",Judd Gregg,1,2009-03-25
"Under Obama's budget plan, families making over $250,000 are ""going to lose their mortgage deduction, their charitable deductions.""",Cynthia Lummis,0,2009-03-24
"Obama nominee Dawn Johnsen ""called motherhood 'involuntary servitude.'""",House Republican Conference,0,2009-03-24
"""Warren (Buffett) still does support me.""",Barack Obama,1,2009-03-23
"""Tens of billions of dollars (from taxpayer-funded bailouts) ... flowed straight through AIG into the coffers of foreign corporations and foreign banks.""",Mike Pence,1,2009-03-20
"""The 1908 Model T earned better gas mileage than a typical SUV sold in 2008.""",Barack Obama,1,2009-03-19
"AIG ""said they were giving $57 million (in retention payments) to people who were being terminated.""",Elijah Cummings,1,2009-03-18
"""We had bipartisan legislation that got through the Senate"" that would have prevented bonuses like AIG's ""and then somehow mysteriously disappeared.""",Ron Wyden,1,2009-03-18
"""AIG insures the pension trust of the United States Congress!""",Chain email,0,2009-03-18
"""Last week the Blue Chip Economic Indicators came out that surveys lots of private forecasters. Almost all of them are predicting a turnaround in the third quarter and positive growth in the fourth quarter.""",Christina Romer,1,2009-03-17
"""I don't do earmarks. I've never done one. I'm not going to do one.""",John Boehner,1,2009-03-16
"""In eighth grade math, we’ve fallen to ninth place.""",Barack Obama,0,2009-03-13
"""No Bridge to Nowhere could occur.""",Charles Schumer,0,2009-03-12
"""Look, the earmarks have come down significantly, 75 percent.""",Peter Orszag,0,2009-03-11
"""A middle-class family donates $1 to charity, they get 15 cents off their income tax. Bill Gates donates $1 to charity, he takes 35 cents off his income tax.""",Robert Gibbs,1,2009-03-11
"Republican leaders said ""no"" to ""tax cuts for 95% of working Americans.""",Americans United for Change,0,2009-03-09
"""Teddy Roosevelt first called for (health care) reform nearly a century ago.""",Barack Obama,1,2009-03-05
"""Under the Obama plan . . . all the health care in this country is eventually going to  be run by the government.""",Tom Coburn,0,2009-03-05
"""In just one month, the Democrats have spent more than President Bush spent in seven years on the war in Iraq, the war in Afghanistan and Hurricane Katrina combined.""",Mitch McConnell,0,2009-03-03
"""The president campaigned against this type of legislation.""",John Boehner,1,2009-03-02
The omnibus bill has only $3.8 billion in earmarks.,Democratic congressional leadership,0,2009-03-02
"""The president's plan, even after the end of its withdrawal timeline is reached, will leave in place up to 50,000 U.S. troops.""",John McCain,0,2009-02-27
"A new presidential helicopter ""is now going to cost as much as Air Force One.""",John McCain,1,2009-02-27
"""We are making the largest investment in education in our nation’s history.""",Barack Obama,1,2009-02-27
"Says former Clinton budget director Alice Rivlin said the stimulus bill ""won't actually stimulate the economy.""",Mark Sanford,0,2009-02-25
"The omnibus spending bill has ""9,427 pork barrel items.""",John McCain,1,2009-02-25
"Louisiana is turning down $100 million ""that would require  us to change our unemployment law, that would have actually raised taxes on  Louisiana businesses.""",Bobby Jindal,1,2009-02-24
"""The Congressional Budget Office has found that (the stimulus) bill will lead to a real 0.1 to 0.3 percent reduction in gross domestic product by 2019.""",Mark Sanford,0,2009-02-23
"""When the salmonella source was finally identified, FDA officials had to wait for industry approval before they could go live with the [peanut] recall.""",Rosa DeLauro,1,2009-02-19
"If we got solar energy from ""an area of the Southwestern desert 100 miles on a side, that would be enough, in and of itself, to provide 100 percent of all the electricity needs for the United States of America in a full year.""",Al Gore,1,2009-02-18
"The stimulus has ""$30 million in there to protect mice in San Francisco.""",Mike Pence,0,2009-02-13
"There is a provision in the economic stimulus plan that means that ""students cannot meet together in their dorms, if that dorm has been repaired with this federal money, and have a prayer group or a Bible study.""",Jim DeMint,0,2009-02-13
"""The Obama Administration wants to have soldiers and officers pledge a loyalty  oath directly to the office of the President, and no longer to the Constitution.""",Chain email,0,2009-02-11
"""Nancy Pelosi wants a Windfall Tax on Retirement Income.""",Chain email,0,2009-02-11
"""Putting three Republicans in my Cabinet...is unprecedented.""",Barack Obama,1,2009-02-10
"""You and I know that in the history of mankind and womankind, government — federal, state, local, or otherwise — has never created one job.""",Michael Steele,0,2009-02-10
"The Congressional Budget Office ""estimates that only 15 percent of this stimulus package will be spent in 2009"" and only 37 percent in 2010.",Pat Roberts,0,2009-02-09
"""Obama taps porn lawyer for #2 at Justice.""",Fidelis,1,2009-02-06
"""The average bonus [on Wall Street] is about $100,000...The bonuses on Wall Street are down 44 percent.""",Fred Smith,1,2009-02-05
"The stimulus bill contains ""$20 million for the removal of small to medium-sized fish passage barriers"" and ""$25 million to rehabilitate off-roading trails for ATVs.""",Mike Pence,1,2009-02-04
"""There are no earmarks"" in the stimulus bill.",Robert Gibbs,0,2009-02-04
"To give the proposed economic stimulus plan some perspective, ""if you started the day Jesus Christ was born and spent $1 million every day since then, you still wouldn’t have spent $1 trillion.""",Mitch McConnell,1,2009-02-03
"""The (economic stimulus) legislation could open billions of taxpayer dollars to left-wing groups like the Association of Community Organizations for Reform Now (ACORN).""",John Boehner,0,2009-02-02
"""There is no disagreement that we need action by our government, a recovery plan that will help to jump-start the economy.""",Barack Obama,0,2009-01-30
"""The House Democrats' so-called 'stimulus' has been stuffed with an astonishing $335 million to fund prevention programs of sexually transmitted diseases.""",National Republican Congressional Committee,1,2009-01-29
"""In Chicago, school is never canceled"" because of winter weather.",Barack Obama,1,2009-01-28
"Democrats compare the infrastructure programs in the stimulus to the Eisenhower interstate program, ""but he proposed a $500 billion highway system, and they're going to put $30 billion"" into roads and bridges.",John Mica,1,2009-01-28
"""For every dollar (in the stimulus package) that is spent to help small businesses, $4 is being spent to help upkeep the grass on the lawns of Washington.""",Eric Cantor,0,2009-01-27
"The stimulus bill includes ""$300,000 for a sculpture garden in Miami.""",Eric Cantor,0,2009-01-26
"Democrats have said that ""even one hearing (on the stimulus bill) would be one too many, and that we have a single day to approve these five complex propositions that will affect the lives of millions.""",Joe Barton,1,2009-01-26
"Says a Congressional Budget Office report on spending by House Democrats in the economic stimulus concluded it ""is just not stimulus. It won't help the economy grow.""",Eric Cantor,0,2009-01-22
"""We've added, in the last eight years, $4 trillion of debt to the nation's obligations.""",Rahm Emanuel,1,2009-01-22
"""The Capitol was built by slaves.""",Nancy  Pelosi,1,2009-01-19
"Energy nominee Steven Chu has called coal ""his worst nightmare.""",James Inhofe,1,2009-01-18
"Geithner's failure to pay self-employment taxes while working for the IMF ""is a mistake that is commonly made for people who are working internationally or for international institutions.""",Barack Obama,1,2009-01-16
"""Geithner still didn't correct the same type of error for some years, even after the Internal Revenue Service flagged him for the failure to pay the taxes in other years.""",Competitive Enterprise Institute,1,2009-01-16
"Bush's tax cuts for high earners ""have been the biggest contributor to the budget deficit.""",Nancy  Pelosi,0,2009-01-16
"""Mr. Warren compared same-sex couples to incest.""",Barney Frank,0,2009-01-13
"The Rev. Rick Warren ""has called Christians who advance a social gospel Marxists.""",People for the American Way,0,2009-01-13
"""Even with recent changes, the average hourly wage at General Motors is still $75 an hour.""",Spencer  Bachus,0,2009-01-13
"If Obama's economic plan creates 600,000 new government jobs, ""that's about the size of the post office work force.""",Mitch McConnell,1,2009-01-05
"Obama would ""experiment with socialism.""",Sarah Palin,0,2008-12-03
"""Sen. Obama has never taken on his party leaders on a single major issue.""",John McCain,1,2008-12-03
"""And 100 percent, John, of your ads . . . 100 percent of them have been negative.""",Barack Obama,0,2008-12-03
"""Senator McCain would pay for part of his (health care) plan by making drastic cuts in Medicare — $882-billion worth.""",Barack Obama,0,2008-12-03
"""The McCain campaign is roughly in the position where Vice President Gore was running against President Bush one week before the election of 2000.""",John McCain,0,2008-12-03
Michelle Obama ordered $400 worth of lobster and caviar at a New York hotel.,Chain email,0,2008-12-02
"""The race will tighten, just because that's what happens at the end of campaigns. They always have.""",Barack Obama,1,2008-12-01
"""Obama raises taxes on seniors (and) hard-working families to give welfare to those who pay none.""",John McCain,0,2008-12-01
"""For my energy plan, my economic plan, and the other proposals you'll hear tonight, I've offered spending cuts above and beyond their cost.""",Barack Obama,0,2008-10-30
McCain called for less regulation 21 times just this year.,Barack Obama,1,2008-10-29
"""In April, Sen. McCain came out against helping women earn equal pay for equal work.""",Barack Obama,1,2008-10-29
"""Fidel (Castro) has made his preferences known in the campaign and had some very unkind things to say about me.""",John McCain,1,2008-10-29
"Barack Obama said ""people making less than $250,000 would benefit from his plan"" then said ""if you're a family making less than $200,000, you'll benefit.""",John McCain,1,2008-10-29
"McCain is ""selectively editing Joe Biden's words...Biden actually said about Barack Obama: 'They're gonna find out this guy's got steel in his spine.'""",Barack Obama,0,2008-10-28
"""Obama says Iran is a 'tiny' country, 'doesn't pose a serious threat.'""",John McCain,0,2008-10-28
"""Barack Obama has consistently voted against tougher penalties for criminals.""",Republican Party of Florida,0,2008-10-27
"John McCain's health care plan ""won't guarantee coverage of cancer screenings or maternity care.""",Planned Parenthood,1,2008-10-27
"Says Obama wants to redesign the American flag ""to better offer our enemies hope and love.""",Chain email,0,2008-10-25
"""Barack Obama's plan gives a driver's license to any illegal who wants one.""",National Republican Trust PAC,0,2008-10-23
"""Barack Obama thinks terrorists just need a good talking to.""",Republican National Committee,0,2008-10-22
"""Sen. Obama's campaign announced that he's choosing his  cabinet.""",John McCain,0,2008-10-21
Between 40 and 50 percent of tax filers do not owe any income tax.,John McCain,1,2008-10-20
"""If Barack Obama would apply for a job with the FBI or with the Secret Service, he would be disqualified because of his past associations with William Ayers.""",Chain email,0,2008-10-17
"In 1992, Barack Obama directed ""Project Vote - an arm of ACORN that also encouraged voter registration.""",John McCain,0,2008-10-17
"Medicare spends ""$15-billion a year on subsidies to insurance companies.""",Barack Obama,1,2008-10-17
"""The centerpiece of Senator McCain's education policy is to increase the voucher program in D.C. by 2,000 slots.""",Barack Obama,0,2008-10-16
"""98 percent of small businesses make less than $250,000"" and would not see a tax increase under Barack Obama's plan.",Barack Obama,1,2008-10-16
"""Obama said he would unilaterally renegotiate the North American Free Trade Agreement.""",John McCain,1,2008-10-15
"""Congressman John Lewis, an American hero, made allegations that Sarah Palin and I were somehow associated with ... the worst chapter in American history. ... And, Senator Obama, you didn't repudiate those remarks.""",John McCain,1,2008-10-15
"If you're a small business and don't ""adopt the health care plan that Senator Obama mandates, he's going to fine you.""",John McCain,0,2008-10-15
"Under John McCain's health care plan, people get a $5,000 tax credit to buy a $12,000 health care policy, and ""that's a loss for you.""",Barack Obama,0,2008-10-15
"""AIG executives ... (took) a junket for over $400,000. Twice.""",Barack Obama,0,2008-10-14
"""The truth was revealed there in that report that showed there was no unlawful or unethical activity on my part.""",Sarah Palin,0,2008-10-14
"""(Bill) Ayers and Obama ran a radical education foundation together.""",John McCain,0,2008-10-10
"Barack Obama voted against ""born alive"" legislation in Illinois that was ""virtually identical to the federal law.""",National Right to Life Committee,1,2008-10-09
Barack Obama opposed a bill that would have saved Gianna Jessen's life.,BornAliveTruth.org,0,2008-10-09
"John McCain accused Barack Obama ""of letting infants die.""",Barack Obama,0,2008-10-09
"A mortgage buyback plan is ""my proposal, it's not Sen. Obama's proposal, it's not President Bush's proposal.""",John McCain,1,2008-10-09
"Under Barack Obama's health care proposal, ""if you've got a health care plan that you like, you can keep it.""",Barack Obama,1,2008-10-09
"Barack Obama's plan calls for ""mandates and fines for small businesses.""",John McCain,0,2008-10-08
"John McCain ""is proposing tax cuts that would give the average Fortune 500 CEO an additional $700,000 in tax cuts.""",Barack Obama,1,2008-10-08
"""Two years ago...I wrote to Secretary Paulson, I wrote to Federal Reserve Chairman Bernanke, and told them [subprime lending] is something we have to deal with.""",Barack Obama,1,2008-10-08
"""Senator McCain has been talking tough about earmarks, and that's good, but earmarks account for about $18-billion of our budget.""",Barack Obama,1,2008-10-07
"""1.3-million people in America make their living off eBay.""",John McCain,0,2008-10-07
"""Senator Obama has voted 94 times to either increase your taxes or against tax cuts.""",John McCain,0,2008-10-07
"""Oil companies ...currently have 68-million acres that they're not using.""",Barack Obama,0,2008-10-07
"""I have disagreed strongly with the Bush administration on this issue"" of global warming.",John McCain,1,2008-10-07
"""Obama held one of the first meetings of his political career in Bill Ayers's home. And they've worked together on various projects in Chicago.""",Sarah Palin,1,2008-10-06
McCain intervened on behalf of Charles Keating with federal regulators... that allowed Keating to continue his fraud at an incredible cost to taxpayers.,Barack Obama,1,2008-10-06
"""John McCain voted against funding the troops because of . . . a timeline in it to draw down American troops.""",Joe Biden,1,2008-10-06
"John McCain's health care plan ""leaves you on your own to pay McCain’s health insurance tax.""",Barack Obama,0,2008-10-03
"""We're building a nearly $40-billion natural gas pipeline, which is North America's largest and most expensive infrastructure project ever.""",Sarah Palin,0,2008-10-03
"""You had supported John McCain's military strategies pretty adamantly until this race.""",Sarah Palin,0,2008-10-03
"Sen. McCain's tax plan provides ""virtually nothing to the middle class.""",Joe Biden,0,2008-10-02
"Barack Obama's health care plan is ""to mandate health care coverage and have a universal government-run program.""",Sarah Palin,0,2008-10-02
"John McCain said ""he wouldn't even sit down with the government of Spain, a NATO ally that has troops in Afghanistan with us now.""",Joe Biden,0,2008-10-02
"""You ... said that Barack Obama was not ready to be commander in chief.""",Sarah Palin,1,2008-10-02
"""Barack Obama ... 96 percent of his votes have been solely along party line.""",Sarah Palin,1,2008-10-02
"""John McCain said...in December he was surprised there was a subprime mortgage problem.""",Joe Biden,1,2008-10-02
"""Obama, Biden and their liberal allies oppose clean coal.""",John McCain,0,2008-10-01
"Palin supports ""aerial hunting of wolves and other wildlife.""",Defenders of Wildlife Action Fund,1,2008-10-01
"""Palin (proposed) a $150 bounty for the severed foreleg of each killed wolf.""",Defenders of Wildlife Action Fund,1,2008-10-01
"Says McCain ""voted to let governments charge rape victims"" for forensic exams.",Planned Parenthood,0,2008-10-01
"Says that under his tax plan, seniors making less than $50,000 per year won't pay any income taxes.",Barack Obama,1,2008-09-30
"Barack Obama ""pays for every dime"" of his spending plans.",Barack Obama,0,2008-09-29
"McCain ""said the other day that he would not meet potentially with the prime minister of Spain, because he . . . wasn't sure whether they were aligned with us.""",Barack Obama,1,2008-09-29
"""The average South Korean is 3 inches taller than the average North Korean, a huge gulag.""",John McCain,1,2008-09-27
"Obama ""has voted in the United States Senate to increase taxes on people who make as low as $42,000 a year.""",John McCain,0,2008-09-26
"John McCain wants to ""give oil companies another $4-billion"" in tax breaks.",Barack Obama,1,2008-09-26
"""You know, we spent $3-million to study the DNA of bears in Montana.""",John McCain,1,2008-09-26
"""He has asked for $932-million of earmark pork-barrel spending, nearly a million dollars for every day that he’s been in the United States Senate.""",John McCain,1,2008-09-26
"""President Eisenhower, on the night before the Normandy invasion...[wrote a] letter of resignation to the United States Army for the failure of the landings at Normandy.""",John McCain,0,2008-09-26
"House Republicans ""weren't part of the negotiations"" on the Wall Street bailout plan.",John McCain,0,2008-09-26
"""Senator Obama has the most liberal voting record in the United States Senate.""",John McCain,0,2008-09-26
"""I introduced a bill that would’ve helped stop the multimillion-dollar bonus packages that CEOs grab on their way out.. (McCain) opposed that idea.""",Barack Obama,0,2008-09-25
"""If an Iranian woman shows too much hair in public, she risks being beaten or killed.""",Sarah Palin,0,2008-09-25
"Obama says McCain went to Bermuda and ""pledged to protect tax breaks for American corporations that hide their profits offshore.""",Barack Obama,1,2008-09-24
"McCain ""has opposed stem cell research.""",Barack Obama,0,2008-09-24
"""Grateful insurance company executives and their lobbyists"" from Bermuda gave McCain $50,000.",Barack Obama,1,2008-09-24
"""Barack Obama has the longest track record of any candidate in this election in support of the 'Bridge To Nowhere.' """,John McCain,0,2008-09-23
"""Obama's Ten Point Plan to 'Change' The Second Amendment….Ban the manufacture, sale and possession of handguns.""",National Rifle Association,0,2008-09-23
"""Last week Senator Obama's running mate said, get this, 'Raising taxes is patriotic.' """,John McCain,0,2008-09-23
"""Obama's Ten Point Plan to 'Change' the Second Amendment…Ban use of firearms for home defense.""",National Rifle Association,0,2008-09-23
"""But if my opponent had his way, the millions of Floridians who rely on it would've had their Social Security tied up in the stock market this week.""",Barack Obama,0,2008-09-22
"Barack Obama got more campaign contributions from Fannie Mae and Freddie Mac ""than any other member of Congress, except for the Democratic chairmen of the committee that oversees them.""",John McCain,1,2008-09-19
Obama ad contends that John McCain endorses Rush Limbaugh's comments about immigration.,Barack Obama,0,2008-09-19
"""In January, I outlined a plan to help revive our faltering economy, which formed the basis for a bipartisan stimulus package that passed the Congress.""",Barack Obama,0,2008-09-18
"Obama's tax plan cuts taxes ""for 95 percent of all working families.""",Barack Obama,1,2008-09-18
"""I said two years ago that the Fannie and Freddie thing was a very serious problem and we had to work on it.""",John McCain,0,2008-09-17
"Holding up a BlackBerry, McCain campaign adviser says, ""you’re looking at the miracle John McCain helped create.""",Douglas Holtz-Eakin,0,2008-09-17
"McCain ""voted to cut education funding, against accountability standards. He even proposed abolishing the Department of Education.""",Barack Obama,0,2008-09-17
"""I have never asked for a single earmark, pork barrel project for my state of Arizona.""",John McCain,0,2008-09-16
John McCain said last year he didn't know of a solution to the mortgage crisis.,Barack Obama,1,2008-09-16
"""Obama has asked for $932-million in earmarks, literally $1-million for every day that he’s been in Congress.""",John McCain,1,2008-09-16
"""Through competition as governor, I got agreements to build a nearly $40-billion natural gas pipeline.""",Sarah Palin,0,2008-09-15
"Sarah Palin was repeating ""Abraham Lincoln's words"" in discussing the war in Iraq.",Sarah Palin,1,2008-09-12
"""He admits he still doesn't know how to use a computer, can't send an e-mail.""",Barack Obama,1,2008-09-12
"Education Week says Obama 'hasn't made a significant mark on education,' is 'elusive' on accountability, and a 'staunch defender of the existing public school monopoly.'",John McCain,0,2008-09-11
"Obama's one education accomplishment was ""legislation to teach 'comprehensive sex education' to kindergartners.""",John McCain,0,2008-09-11
"""The Books Sarah Palin tried to have banned.""",Chain email,0,2008-09-10
Says Obama called Sarah Palin a pig.,John McCain,0,2008-09-10
"Palin ""inherited a city with zero debt, but left it with indebtedness of over $22-million.""",Chain email,1,2008-09-09
"John McCain ""took on the drug industry.""",John McCain,1,2008-09-09
"Palin ""fired Wasilla's Police Chief because he 'intimidated' her.""",Chain email,1,2008-09-09
"Palin ""stopped the Bridge to Nowhere.""",John McCain,0,2008-09-08
McCain supports tax breaks for companies that ship jobs overseas.,Joe Biden,0,2008-09-08
"""My grandfather came home from ... (World War II) exhausted from the burdens he had borne, and died the next day.""",John McCain,1,2008-09-05
"""For four days in Denver, the Democrats were afraid to use the words 'Islamic terrorism.'""",Rudy Giuliani,0,2008-09-04
"""My opponent promises to bring back old jobs by wishing away the global economy.""",John McCain,0,2008-09-04
"Sarah Palin ""got more votes running for mayor of Wasilla, Alaska, than Joe Biden got running for president of the United States.""",Mike Huckabee,0,2008-09-04
"""That luxury jet was over the top. I put it on eBay.""",Sarah Palin,1,2008-09-04
"Palin had ""executive experience"" in the PTA.",John McCain,0,2008-09-04
"Senate Majority Leader Harry Reid ""said, quote, 'I can't stand John McCain.' """,Sarah Palin,1,2008-09-04
"Obama is the Senate's ""most liberal.""",John McCain,0,2008-09-03
"""Gov. Palin ... is somebody who actually doesn't believe that climate change is man-made.""",John Kerry,1,2008-09-03
"""(Palin) supported right-wing extremist Pat Buchanan for president in 2000.""",MoveOn.org,0,2008-09-03
"""Governor Palin is the most popular governor in the country.""",John McCain,1,2008-09-03
"""He was offered medical care for his injuries if he would give up military information in return. John McCain said, 'No.' """,Fred Thompson,0,2008-09-02
"Obama voted ""to cut off funding for our American troops on the battlefield.""",Joe Lieberman,0,2008-09-02
"In the U.S. Senate, Barack Obama ""has not reached across party lines to get anything significant done.""",Joe Lieberman,0,2008-09-02
"Sarah Palin ""already has more executive experience"" than Barack Obama and Joe Biden ""combined.""",Rudy Giuliani,1,2008-09-02
"Sarah Palin ""has more experience than Barack Obama.""",Fred Thompson,0,2008-09-02
"""As governor, I've stood up to ... the big oil companies.""",Sarah Palin,1,2008-09-01
"Joe Biden ""voted against the first Gulf War. He opposed the surge. He wanted to partition Iraq.""",Lindsey Graham,1,2008-09-01
"Sarah Palin ""has had 12 years of elected office experience.""",John McCain,1,2008-08-31
"When Sarah Palin was in government, Barack Obama was a community organizer.",John McCain,0,2008-08-31
"When oil and gas prices sent state revenues up, Palin sent ""a large share of that revenue directly back to the people of Alaska.""",Sarah Palin,1,2008-08-29
"McCain ""said no to higher fuel-efficiency standards for cars.""",Barack Obama,0,2008-08-28
McCain voted 19 times against a minimum-wage increase.,Joe Biden,1,2008-08-28
"""Today, we import triple the amount of oil than we had on the day Senator McCain took office.""",Barack Obama,1,2008-08-28
"Three years ago, John McCain said, ""Afghanistan — we don't read about it anymore in papers because it succeeded.""",Joe Biden,1,2008-08-28
"""John McCain has voted with George Bush 90 percent of the time.""",Barack Obama,1,2008-08-28
"Biden is ""one of the least wealthy members of the U.S. Senate.""",Howard Dean,1,2008-08-27
"""Barack Obama and Joe Biden oppose new drilling at home and oppose nuclear power.""",Republican National Committee,0,2008-08-27
"McCain's energy plan is a ""single-answer proposition"" — new domestic oil drilling.",Brian Schweitzer,0,2008-08-27
"McCain ""still thinks it's okay when women don't earn equal pay for equal work.""",Hillary Clinton,0,2008-08-27
"""Obama says Iran is a 'tiny' country, 'doesn't pose a serious threat.'""",John McCain,0,2008-08-27
"""There's only four senators senior to me ... there's still 44 older than me.""",Joe Biden,1,2008-08-27
"""John McCain wants to privatize Social Security.""",Hillary Clinton,0,2008-08-26
"McCain ""said he was 'stumped' when asked whether contraceptives help stop the spread of HIV.""",Planned Parenthood,1,2008-08-26
"As a state senator in Illinois, Obama made sure women got equal pay for equal work.",Michelle Obama,1,2008-08-26
"""Less than four cents of every health care dollar is spent on prevention and public health.""",Democratic National Committee,1,2008-08-26
"""We spend more on health care than any other country, but we're ranked 47th in life expectancy and 43rd in child mortality.""",Democratic National Committee,1,2008-08-25
"""We spent $3-million of your money to study the DNA of bears.""",John McCain,1,2008-08-25
"""More than 12,500 service men and women have been discharged on the basis of sexual orientation since the ""Don't Ask, Don't Tell"" policy was implemented, at a cost of over $360 million. Many of those forced out had special skills in high demand, such as translators, engineers, and pilots.""",Democratic National Committee,1,2008-08-25
"While in the Illinois Senate, Barack Obama passed legislation moving people ""from welfare to jobs.""",Michelle Obama,1,2008-08-25
"While in the Illinois Senate, Barack Obama passed ""tax cuts for hard-working families.""",Michelle Obama,1,2008-08-25
"The Bush administration's latest plans for troop withdrawal from Iraq by 2011 are ""more or less the same time frame I announced two years ago.""",Barack Obama,1,2008-08-24
"""Joe Biden wrote the Violence Against Women Act ... the rate of domestic violence went down dramatically.""",Barack Obama,1,2008-08-24
"Says McCain once said that on ""the most important issues of our day, I've been totally in agreement and support of President Bush.""",Joe Biden,1,2008-08-23
Obama wants to increase the size of government by 23 percent.,John McCain,0,2008-08-23
John McCain has seven houses.,Barack Obama,1,2008-08-22
"McCain, ""voted against renewable sources of energy, against biofuels, against solar power, against wind power.... """,Barack Obama,1,2008-08-22
"""I argued for years that we need to move from a 'Musharraf policy' to a 'Pakistan policy.' """,Barack Obama,0,2008-08-21
"""Sen. McCain was already turning his sights to Iraq just days after 9/11, and he became a leading supporter of an invasion and occupation of (Iraq).""",Barack Obama,1,2008-08-21
"""The fact is that although we have had a president who is opposed to abortion over the last eight years, abortions have not gone down.''",Barack Obama,0,2008-08-21
